trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
448,False,"{'a': 0.002, 'e': 0.4090164106114069}",20,13,12.39809468263361,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.002, 'e': 0.4081991952779227}",25,12,-33.035454956659294,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
450,False,"{'a': 0.002, 'e': 0.4073836127417638}",20,11,2.7675110994669194,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.002, 'e': 0.4065696597405991}",25,15,4.873043514597075,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.002, 'e': 0.40575733301861544}",20,12,3.2577960348986967,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
453,False,"{'a': 0.002, 'e': 0.4049466293265049}",25,10,-20.92674506950859,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
454,False,"{'a': 0.002, 'e': 0.4041375454214515}",25,0,-20.389571778952448,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
455,False,"{'a': 0.002, 'e': 0.40333007806711874}",20,0,7.530423779904455,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
456,False,"{'a': 0.002, 'e': 0.40252422403363597}",20,15,9.332660745189807,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.002, 'e': 0.401719980097586}",20,13,-59.39765381013586,"{0: 4, 1: 1, 2: 0, 3: 1, 4: 1}",1
458,False,"{'a': 0.002, 'e': 0.4009173430419921}",20,6,-10.959224354625084,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
459,False,"{'a': 0.002, 'e': 0.40011630965630496}",20,2,-21.04331667865208,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
460,False,"{'a': 0.002, 'e': 0.3993168767363899}",20,5,-3.034933077376838,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
461,False,"{'a': 0.002, 'e': 0.39851904108451414}",30,15,-1.1455003796375836,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
462,False,"{'a': 0.002, 'e': 0.39772279950933415}",20,0,-73.4582865540774,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
463,False,"{'a': 0.002, 'e': 0.39692814882588245}",25,0,-34.93624911974725,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
464,False,"{'a': 0.002, 'e': 0.39613508585555535}",20,9,-16.631353965774437,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
465,False,"{'a': 0.002, 'e': 0.3953436074260998}",30,0,-27.991367776353815,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
466,False,"{'a': 0.002, 'e': 0.3945537103716011}",20,14,11.269400822126228,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.002, 'e': 0.39376539153247}",20,3,-80.78216340375499,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
468,False,"{'a': 0.002, 'e': 0.39297864775542996}",30,0,-94.55290918418754,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",1
469,False,"{'a': 0.002, 'e': 0.39219347589350495}",20,9,17.950583307720127,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.002, 'e': 0.3914098728060065}",25,12,-7.309429442181244,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
471,False,"{'a': 0.002, 'e': 0.3906278353585211}",25,0,9.279415402835113,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
472,False,"{'a': 0.002, 'e': 0.38984736042289797}",20,0,-36.52878045536196,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
473,False,"{'a': 0.002, 'e': 0.3890684448772363}",25,13,7.69911893184812,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
474,False,"{'a': 0.002, 'e': 0.38829108560587294}",25,5,-4.472570591653033,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
475,False,"{'a': 0.002, 'e': 0.3875152794993697}",30,0,-2.6381793057710565,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
476,False,"{'a': 0.002, 'e': 0.3867410234545012}",25,5,-12.9435161533505,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
477,False,"{'a': 0.002, 'e': 0.3859683143742421}",30,18,6.674425370655332,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.002, 'e': 0.38519714916775516}",20,0,-15.792300861439571,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
479,False,"{'a': 0.002, 'e': 0.3844275247503785}",20,0,-117.09452895896818,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
480,False,"{'a': 0.002, 'e': 0.38365943804361335}",25,0,-26.337613838997278,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",1
481,False,"{'a': 0.002, 'e': 0.38289288597511206}",25,9,15.681060675019625,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.002, 'e': 0.38212786547866506}",25,16,-25.22236516197486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
483,False,"{'a': 0.002, 'e': 0.38136437349418956}",25,14,-1.4917038257195445,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
484,False,"{'a': 0.002, 'e': 0.38060240696771647}",25,10,13.839927060068032,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
485,False,"{'a': 0.002, 'e': 0.3798419628513787}",20,14,11.10731757700691,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.002, 'e': 0.37908303810339883}",25,3,31.396075141816066,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.002, 'e': 0.3783256296880768}",20,11,14.21744383592261,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.002, 'e': 0.37756973457577797}",30,14,11.144909665233083,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.002, 'e': 0.37681534974292086}",25,14,2.750180345979925,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.002, 'e': 0.37606247217196515}",20,12,4.996424775709195,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.002, 'e': 0.37531109885139957}",25,1,-20.543920744234114,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 0}",1
492,False,"{'a': 0.002, 'e': 0.3745612267757298}",25,0,-42.0995585126812,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
493,False,"{'a': 0.002, 'e': 0.3738128529454665}",20,10,1.2578940084418686,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
494,False,"{'a': 0.002, 'e': 0.3730659743671134}",25,18,3.4012020772266798,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
495,False,"{'a': 0.002, 'e': 0.3723205880531552}",20,9,7.841848510822508,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
496,False,"{'a': 0.002, 'e': 0.3715766910220457}",25,0,-80.31049539918509,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
497,False,"{'a': 0.002, 'e': 0.37083428029819565}",25,9,-3.068658317697762,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
498,False,"{'a': 0.002, 'e': 0.37009335291196127}",25,18,15.755431167865138,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.002, 'e': 0.369353905899632}",20,0,-36.54030992139952,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
500,False,"{'a': 0.002, 'e': 0.3686159363034188}",20,0,-35.676963595992525,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
501,False,"{'a': 0.002, 'e': 0.36787944117144233}",30,0,-43.841182747200236,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
502,False,"{'a': 0.002, 'e': 0.36714441755772104}",20,7,11.639993561129163,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
503,False,"{'a': 0.002, 'e': 0.3664108625221595}",25,11,15.891475299839438,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
504,False,"{'a': 0.002, 'e': 0.36567877313053654}",25,0,-106.50722886734229,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
505,False,"{'a': 0.002, 'e': 0.36494814645449375}",20,0,-32.82889193004618,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
506,False,"{'a': 0.002, 'e': 0.3642189795715233}",20,8,-17.27336927761282,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
507,False,"{'a': 0.002, 'e': 0.3634912695649568}",20,7,12.251041985439674,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
508,False,"{'a': 0.002, 'e': 0.36276501352395324}",20,0,-60.755681218479694,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
509,False,"{'a': 0.002, 'e': 0.36204020854348745}",20,0,-4.189574599884892,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
510,False,"{'a': 0.002, 'e': 0.36131685172433853}",35,4,-0.26686076440474626,"{0: 27, 1: 2, 2: 1, 3: 1, 4: 0}",1
511,False,"{'a': 0.002, 'e': 0.3605949401730783}",25,0,-172.15717772052224,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
512,False,"{'a': 0.002, 'e': 0.35987447100205955}",25,1,3.9372865831507946,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 0}",1
513,False,"{'a': 0.002, 'e': 0.3591554413294046}",20,6,3.488958769492509,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
514,False,"{'a': 0.002, 'e': 0.3584378482789939}",20,12,10.368320692997454,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.002, 'e': 0.3577216889804542}",25,10,1.8992625750828038,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
516,False,"{'a': 0.002, 'e': 0.3570069605691474}",30,13,-27.126478372438235,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
517,False,"{'a': 0.002, 'e': 0.3562936601861588}",30,12,-22.443378510755537,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
518,False,"{'a': 0.002, 'e': 0.35558178497828613}",25,0,-98.15828968054254,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
519,False,"{'a': 0.002, 'e': 0.3548713320980274}",20,5,-21.114436672498307,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
520,False,"{'a': 0.002, 'e': 0.35416229870357024}",20,11,4.474792122517021,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
521,False,"{'a': 0.002, 'e': 0.35345468195878016}",20,6,-27.916923052499616,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
522,False,"{'a': 0.002, 'e': 0.3527484790331891}",20,9,20.60003447319683,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.002, 'e': 0.3520436871019846}",20,12,9.450718281184491,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.002, 'e': 0.3513403033459978}",20,0,-52.786359720613156,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
525,False,"{'a': 0.002, 'e': 0.35063832495169295}",30,21,-9.786109690580505,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
526,False,"{'a': 0.002, 'e': 0.3499377491111553}",30,1,11.317530218267137,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 0}",1
527,False,"{'a': 0.002, 'e': 0.3492385730220808}",30,22,14.296096419258411,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.002, 'e': 0.348540793887764}",25,0,-21.429192551448637,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
529,False,"{'a': 0.002, 'e': 0.3478444089170874}",30,16,-58.28492573767568,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
530,False,"{'a': 0.002, 'e': 0.3471494153245103}",25,0,-19.85812917594279,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
531,False,"{'a': 0.002, 'e': 0.3464558103300574}",20,0,-23.82149286477005,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
532,False,"{'a': 0.002, 'e': 0.34576359115930777}",25,12,12.318083481932273,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.002, 'e': 0.34507275504338375}",20,8,-6.321108215986229,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
534,False,"{'a': 0.002, 'e': 0.34438329921894}",30,6,18.825799357995926,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
535,False,"{'a': 0.002, 'e': 0.34369522092815236}",25,0,-0.25950070799917846,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
536,False,"{'a': 0.002, 'e': 0.34300851741870664}",20,11,2.8280274819707776,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
537,False,"{'a': 0.002, 'e': 0.34232318594378797}",25,0,-24.17818715455123,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
538,False,"{'a': 0.002, 'e': 0.34163922376206945}",20,8,13.061880051845106,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.002, 'e': 0.34095662813770156}",20,4,19.993867796313562,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.002, 'e': 0.3402753963403008}",20,16,7.532104264595516,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.002, 'e': 0.3395955256449391}",20,1,5.565088001899728,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
542,False,"{'a': 0.002, 'e': 0.3389170133321328}",30,11,17.980810510603707,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.002, 'e': 0.3382398566878317}",30,14,15.78808445175223,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
544,False,"{'a': 0.002, 'e': 0.33756405300340836}",25,13,-6.003520564677059,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
545,False,"{'a': 0.002, 'e': 0.33688959957564707}",20,0,-12.840689615691927,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
546,False,"{'a': 0.002, 'e': 0.3362164937067333}",20,2,6.405754801452735,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
547,False,"{'a': 0.002, 'e': 0.3355447327042427}",30,11,4.432821552783675,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
548,False,"{'a': 0.002, 'e': 0.3348743138811302}",25,10,12.561226587476803,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.002, 'e': 0.33420523455571977}",20,0,4.25053053666333,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
550,False,"{'a': 0.002, 'e': 0.3335374920516932}",30,0,44.24024128360624,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
551,False,"{'a': 0.002, 'e': 0.33287108369807955}",25,6,10.434094124842073,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
552,False,"{'a': 0.002, 'e': 0.33220600682924445}",30,12,7.601415042521479,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
553,False,"{'a': 0.002, 'e': 0.3315422587848797}",25,0,2.924513731439819,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
554,False,"{'a': 0.002, 'e': 0.33087983690999206}",25,11,-60.27021678117954,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
555,False,"{'a': 0.002, 'e': 0.3302187385548933}",25,8,-14.478664988694675,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
556,False,"{'a': 0.002, 'e': 0.32955896107518906}",25,7,-19.029641645633156,"{0: 15, 1: 1, 2: 0, 3: 2, 4: 0}",1
557,False,"{'a': 0.002, 'e': 0.3289005018317685}",20,0,12.26496369834434,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
558,False,"{'a': 0.002, 'e': 0.32824335819079375}",25,8,8.263732396172943,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
559,False,"{'a': 0.002, 'e': 0.3275875275236895}",25,0,-37.88860894234957,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
560,False,"{'a': 0.002, 'e': 0.3269330072071321}",30,0,-14.329603146193485,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
561,False,"{'a': 0.002, 'e': 0.32627979462303947}",30,17,-28.90998389051138,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
562,False,"{'a': 0.002, 'e': 0.32562788715856034}",20,2,-50.02912242216203,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
563,False,"{'a': 0.002, 'e': 0.324977282206064}",20,2,-42.42024240575345,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
564,False,"{'a': 0.002, 'e': 0.3243279771631298}",20,3,-75.28819093279114,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 2}",1
565,False,"{'a': 0.002, 'e': 0.3236799694325367}",20,3,24.260857019786304,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.002, 'e': 0.3230332564222529}",30,14,-62.78792416910463,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 2}",1
567,False,"{'a': 0.002, 'e': 0.3223878355454255}",20,0,-42.0299122118477,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
568,False,"{'a': 0.002, 'e': 0.32174370422037013}",20,3,-33.62063854819377,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
569,False,"{'a': 0.002, 'e': 0.32110085987056064}",20,0,-6.32782791190886,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
570,False,"{'a': 0.002, 'e': 0.32045929992461875}",35,10,14.536742613586188,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",1
571,False,"{'a': 0.002, 'e': 0.31981902181630384}",25,0,14.601597756630305,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
572,False,"{'a': 0.002, 'e': 0.31918002298450265}",25,0,-43.09696567775262,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
573,False,"{'a': 0.002, 'e': 0.31854230087321894}",20,11,2.602091693637138,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
574,False,"{'a': 0.002, 'e': 0.3179058529315635}",25,12,-46.79390192979121,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 1}",1
575,False,"{'a': 0.002, 'e': 0.3172706766137436}",20,7,22.107941532915873,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.002, 'e': 0.31663676937905316}",25,10,10.986902454413881,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
577,False,"{'a': 0.002, 'e': 0.31600412869186245}",20,12,14.047504641804114,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.002, 'e': 0.31537275202160797}",20,4,12.749572000957276,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
579,False,"{'a': 0.002, 'e': 0.3147426368427819}",25,0,13.558976633890458,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
580,False,"{'a': 0.002, 'e': 0.31411378063492296}",20,11,19.228646176847327,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.002, 'e': 0.3134861808826053}",25,15,-0.433401811217474,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
582,False,"{'a': 0.002, 'e': 0.3128598350754292}",20,12,12.633794818098883,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.002, 'e': 0.31223474070801055}",20,7,-24.563740852663408,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
584,False,"{'a': 0.002, 'e': 0.31161089527997105}",25,12,2.143416859422465,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
585,False,"{'a': 0.002, 'e': 0.3109882962959281}",20,16,7.060212482057271,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.002, 'e': 0.31036694126548503}",25,0,8.30115196860174,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
587,False,"{'a': 0.002, 'e': 0.3097468277032208}",25,0,-37.089214295686276,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
588,False,"{'a': 0.002, 'e': 0.3091279531286804}",25,15,10.181963677552147,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.002, 'e': 0.3085103150663647}",25,0,-21.586162150088175,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
590,False,"{'a': 0.002, 'e': 0.3078939110457206}",20,0,-2.9412541941751478,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
591,False,"{'a': 0.002, 'e': 0.30727873860113125}",20,0,-57.451592721311485,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",1
592,False,"{'a': 0.002, 'e': 0.306664795271906}",20,10,-24.174570138583665,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
593,False,"{'a': 0.002, 'e': 0.3060520786022707}",20,0,-64.32804841068726,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
594,False,"{'a': 0.002, 'e': 0.3054405861413579}",20,10,-24.36288148401161,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
595,False,"{'a': 0.002, 'e': 0.30483031544319683}",20,6,0.0435752688672304,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.002, 'e': 0.3042212640667041}",20,10,16.356914333525946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.002, 'e': 0.30361342957567317}",25,15,-36.70765074933389,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
598,False,"{'a': 0.002, 'e': 0.3030068095387654}",35,17,22.886143922309707,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.002, 'e': 0.3024014015294998}",25,15,2.936164171919946,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
600,False,"{'a': 0.002, 'e': 0.3017972031262435}",25,16,-5.387690257882512,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
601,False,"{'a': 0.002, 'e': 0.30119421191220214}",20,5,-7.509115762221878,"{0: 12, 1: 2, 2: 0, 3: 1, 4: 0}",1
602,False,"{'a': 0.002, 'e': 0.30059242547541}",20,10,-14.346650751447326,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
603,False,"{'a': 0.002, 'e': 0.2999918414087205}",20,0,-74.88367923659666,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
604,False,"{'a': 0.002, 'e': 0.2993924573097967}",20,9,6.846821059132752,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
605,False,"{'a': 0.002, 'e': 0.29879427078110127}",25,0,-63.23677900805719,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
606,False,"{'a': 0.002, 'e': 0.2981972794298874}",25,0,-75.3087278768967,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
607,False,"{'a': 0.002, 'e': 0.29760148086818883}",20,9,20.339508968479066,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.002, 'e': 0.2970068727128105}",20,16,8.40277136717844,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.002, 'e': 0.2964134525853191}",25,17,4.031282772313956,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
610,False,"{'a': 0.002, 'e': 0.2958212181120332}",20,10,14.431326112783537,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.002, 'e': 0.2952301669240142}",20,0,-7.0841269391952935,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
612,False,"{'a': 0.002, 'e': 0.29464029665705654}",20,14,11.742305766635182,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.002, 'e': 0.29405160495167837}",20,11,6.8565801814252785,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.002, 'e': 0.2934640894531121}",25,0,24.941269884350003,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
615,False,"{'a': 0.002, 'e': 0.2928777478112949}",20,0,2.2716913297253853,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
616,False,"{'a': 0.002, 'e': 0.2922925776808594}",20,1,-3.203463556329397,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
617,False,"{'a': 0.002, 'e': 0.2917085767211244}",20,11,-4.033064920653228,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
618,False,"{'a': 0.002, 'e': 0.2911257425960852}",20,0,8.86214359493175,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
619,False,"{'a': 0.002, 'e': 0.2905440729744046}",20,7,0.814063346685185,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
620,False,"{'a': 0.002, 'e': 0.2899635655294032}",20,0,22.23678696686945,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
621,False,"{'a': 0.002, 'e': 0.2893842179390506}",25,14,16.9470941781996,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.002, 'e': 0.28880602788595566}",30,8,23.969784000878704,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.002, 'e': 0.2882289930573573}",20,0,-45.90149431917753,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
624,False,"{'a': 0.002, 'e': 0.2876531111451154}",20,0,22.376378037822942,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
625,False,"{'a': 0.002, 'e': 0.28707837984570167}",20,0,-2.522270450565297,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
626,False,"{'a': 0.002, 'e': 0.2865047968601901}",30,16,0.37835158654638423,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
627,False,"{'a': 0.002, 'e': 0.285932359894248}",25,5,-49.355059264982074,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
628,False,"{'a': 0.002, 'e': 0.28536106665812666}",20,0,-20.66404625501176,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
629,False,"{'a': 0.002, 'e': 0.2847909148666525}",25,12,0.36690930018140433,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
630,False,"{'a': 0.002, 'e': 0.28422190223921745}",25,2,6.49650572543676,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
631,False,"{'a': 0.002, 'e': 0.2836540264997704}",20,5,-13.348433206641529,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
