trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1317,False,"{'a': 0.002, 'e': 0.07193444937515645}",25,3,38.92362495978962,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.002, 'e': 0.07179072424944025}",25,7,14.311346915899497,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1319,False,"{'a': 0.002, 'e': 0.07164728628671672}",25,13,22.715284979961684,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1320,False,"{'a': 0.002, 'e': 0.0715041349132339}",20,8,15.23951739431795,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.002, 'e': 0.07136126955638605}",20,2,-6.4106591714955705,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1322,False,"{'a': 0.002, 'e': 0.0712186896447116}",20,16,7.820081659524577,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.002, 'e': 0.07107639460789066}",20,12,11.115929218676905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.002, 'e': 0.07093438387674295}",25,14,-32.71215349783887,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1325,False,"{'a': 0.002, 'e': 0.0707926568832253}",30,20,16.348394534161766,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.002, 'e': 0.0706512130604296}",25,3,26.88574910347593,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1327,False,"{'a': 0.002, 'e': 0.0705100518425803}",20,2,22.36984626474717,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1328,False,"{'a': 0.002, 'e': 0.07036917266503243}",20,3,29.21662360322489,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.002, 'e': 0.07022857496426901}",20,0,26.548537899290547,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1330,False,"{'a': 0.002, 'e': 0.07008825817789911}",20,0,27.128612186089395,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1331,False,"{'a': 0.002, 'e': 0.06994822174465536}",30,21,17.69226631390469,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1332,False,"{'a': 0.002, 'e': 0.06980846510439187}",25,19,9.767953499643841,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.002, 'e': 0.06966898769808184}",25,12,23.983556404885142,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.002, 'e': 0.06952978896781553}",25,14,22.388417386435158,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.002, 'e': 0.06939086835679777}",20,10,15.005367650722148,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.002, 'e': 0.069252225309346}",20,6,26.003590438484746,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1337,False,"{'a': 0.002, 'e': 0.06911385927088774}",25,16,-31.69327185459085,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
1338,False,"{'a': 0.002, 'e': 0.06897576968795878}",30,19,19.36435066773487,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1339,False,"{'a': 0.002, 'e': 0.06883795600820049}",25,9,-50.63140072408605,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
1340,False,"{'a': 0.002, 'e': 0.06870041768035806}",20,16,6.202842442811031,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1341,False,"{'a': 0.002, 'e': 0.06856315415427791}",30,16,21.436130533637677,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.002, 'e': 0.06842616488090583}",25,11,26.432360710093437,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1343,False,"{'a': 0.002, 'e': 0.06828944931228448}",30,14,30.206393138907856,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1344,False,"{'a': 0.002, 'e': 0.06815300690155146}",20,7,20.9617354272977,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.002, 'e': 0.06801683710293688}",30,17,21.144038825222683,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1346,False,"{'a': 0.002, 'e': 0.06788093937176144}",25,19,10.111036139555848,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.002, 'e': 0.06774531316443397}",25,9,18.5677240255597,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.002, 'e': 0.0676099579384495}",20,15,1.9559657752977682,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.002, 'e': 0.0674748731523869}",20,15,9.255533135471003,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.002, 'e': 0.06734005826590692}",20,14,12.967785845136358,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.002, 'e': 0.06720551273974976}",20,4,29.70730188682687,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.002, 'e': 0.06707123603573319}",35,24,22.670260749290012,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.002, 'e': 0.06693722761675015}",25,18,11.029241448422145,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.002, 'e': 0.06680348694676687}",20,9,5.1748652586976505,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1355,False,"{'a': 0.002, 'e': 0.06667001349082043}",25,19,11.77215537565934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.002, 'e': 0.06653680671501686}",20,13,13.13370787883169,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.002, 'e': 0.06640386608652883}",25,18,10.765836592846455,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.002, 'e': 0.06627119107359372}",25,10,0.8056775050171552,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1359,False,"{'a': 0.002, 'e': 0.06613878114551125}",20,8,22.977417323513567,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1360,False,"{'a': 0.002, 'e': 0.06600663577264156}",20,0,-12.902684381674527,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1361,False,"{'a': 0.002, 'e': 0.06587475442640295}",20,10,15.227226951081924,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.002, 'e': 0.0657431365792699}",30,0,41.277325432162826,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1363,False,"{'a': 0.002, 'e': 0.0656117817047708}",25,15,14.749092854897551,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.002, 'e': 0.06548068927748603}",30,16,15.399954007621677,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1365,False,"{'a': 0.002, 'e': 0.06534985877304565}",20,12,13.940374110551033,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.002, 'e': 0.06521928966812753}",25,6,29.7937921507722,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.002, 'e': 0.065088981440455}",20,11,15.579883774766536,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1368,False,"{'a': 0.002, 'e': 0.06495893356879505}",20,0,31.328710901379424,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1369,False,"{'a': 0.002, 'e': 0.06482914553295596}",20,0,31.03641856717607,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1370,False,"{'a': 0.002, 'e': 0.06469961681378547}",30,6,33.9886269291257,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.002, 'e': 0.06457034689316847}",25,11,5.215283258142266,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1372,False,"{'a': 0.002, 'e': 0.06444133525402518}",25,18,1.1549404439528246,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1373,False,"{'a': 0.002, 'e': 0.06431258138030878}",20,6,24.63011442914732,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.002, 'e': 0.06418408475700368}",20,13,10.867086674105396,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.002, 'e': 0.06405584487012317}",20,4,28.239619908620206,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.002, 'e': 0.06392786120670757}",20,9,17.769670606675778,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.002, 'e': 0.063800133254822}",25,7,29.607036312157668,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1378,False,"{'a': 0.002, 'e': 0.06367266050355457}",30,6,42.19159579708572,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1379,False,"{'a': 0.002, 'e': 0.063545442443014}",20,11,3.2033534648071296,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1380,False,"{'a': 0.002, 'e': 0.06341847856432796}",20,10,3.120862170343626,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1381,False,"{'a': 0.002, 'e': 0.0632917683596407}",20,1,14.881608039436172,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1382,False,"{'a': 0.002, 'e': 0.06316531132211131}",30,16,27.05949519231831,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.002, 'e': 0.0630391069459114}",25,1,16.50547558890348,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
1384,False,"{'a': 0.002, 'e': 0.06291315472622334}",35,17,29.97476496034302,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.002, 'e': 0.06278745415923806}",20,13,12.230098095409666,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.002, 'e': 0.06266200474215315}",20,14,13.541066868149176,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.002, 'e': 0.06253680597317074}",20,0,34.112498527786414,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1388,False,"{'a': 0.002, 'e': 0.06241185735149562}",25,20,9.698130778871374,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.002, 'e': 0.0622871583773331}",20,13,10.558113090622964,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.002, 'e': 0.062162708551887165}",25,8,24.692214914209522,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.002, 'e': 0.06203850737735829}",20,6,22.99835931137569,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.002, 'e': 0.061914554356941674}",30,18,11.739763870046566,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.002, 'e': 0.061790848994825016}",30,17,22.168333665429554,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1394,False,"{'a': 0.002, 'e': 0.061667390796186744}",20,9,19.187144470150375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.002, 'e': 0.06154417926719386}",20,5,10.880502540904347,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1396,False,"{'a': 0.002, 'e': 0.06142121391500013}",25,17,8.721389388226036,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.002, 'e': 0.061298494247743925}",20,11,16.935019263369266,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.002, 'e': 0.06117601977454647}",20,7,13.848433519045347,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.002, 'e': 0.06105379000550965}",20,0,27.484262297224557,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.002, 'e': 0.06093180445171429}",35,23,18.972488222402905,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.002, 'e': 0.06081006262521795}",35,12,34.11432138818361,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.002, 'e': 0.06068856403905322}",20,12,15.559173298817825,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.002, 'e': 0.060567308207225536}",20,10,12.810849525445168,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.002, 'e': 0.06044629464471146}",30,20,17.251239462709442,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.002, 'e': 0.06032552286745654}",20,14,5.338187981882799,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.002, 'e': 0.06020499239237354}",25,13,-21.59599699670808,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1407,False,"{'a': 0.002, 'e': 0.06008470273734036}",25,6,25.917244606353677,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.002, 'e': 0.05996465342119827}",20,12,15.608462711854363,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.002, 'e': 0.059844843963749825}",25,19,10.820423072738281,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.002, 'e': 0.05972527388575699}",20,16,7.557521714863082,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.002, 'e': 0.05960594270893937}",25,15,19.279136653939887,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.002, 'e': 0.05948684995597202}",20,14,13.240104231271168,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.002, 'e': 0.05936799515048385}",30,15,3.541362731806117,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1414,False,"{'a': 0.002, 'e': 0.0592493778170554}",20,13,12.458423890831586,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.002, 'e': 0.05913099748121725}",25,0,41.50031067534534,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1416,False,"{'a': 0.002, 'e': 0.05901285366944784}",35,3,39.11890255901708,"{0: 31, 1: 0, 2: 1, 3: 0, 4: 0}",1
1417,False,"{'a': 0.002, 'e': 0.05889494590917182}",20,14,13.09713867486022,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1418,False,"{'a': 0.002, 'e': 0.058777273728757934}",25,16,6.803843342327184,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.002, 'e': 0.05865983665751736}",25,13,23.33196344184354,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.002, 'e': 0.0585426342257016}",30,10,32.79326293342382,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.002, 'e': 0.05842566596450083}",20,0,16.204442828398744,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1422,False,"{'a': 0.002, 'e': 0.05830893140604179}",20,15,8.44405486087134,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.002, 'e': 0.05819243008338615}",20,10,11.822759946220584,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.002, 'e': 0.0580761615305284}",25,12,14.482461573718162,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.002, 'e': 0.057960125282394234}",25,20,10.20333056109523,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.002, 'e': 0.057844320874838456}",20,4,26.254855610212402,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.002, 'e': 0.05772874784464333}",25,0,36.047751865469955,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1428,False,"{'a': 0.002, 'e': 0.05761340572951652}",20,16,7.637998751000709,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.002, 'e': 0.057498294068089484}",20,9,12.319976276327147,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.002, 'e': 0.05738341239991535}",20,13,0.528145496893621,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1431,False,"{'a': 0.002, 'e': 0.05726876026546736}",35,16,37.454555751270206,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.002, 'e': 0.05715433720613676}",25,17,-7.479434001630419,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1433,False,"{'a': 0.002, 'e': 0.057040142764231215}",30,14,13.369749916881519,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1434,False,"{'a': 0.002, 'e': 0.056926176482972754}",20,8,10.867955284297691,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.002, 'e': 0.056812437906496156}",20,15,9.613660454877241,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.002, 'e': 0.0566989265798469}",25,5,34.87596363496397,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'a': 0.002, 'e': 0.056585642048979604}",20,8,-27.787623966199128,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1438,False,"{'a': 0.002, 'e': 0.05647258386075591}",25,16,15.37277596721878,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.002, 'e': 0.05635975156294299}",20,16,6.7053744903002785,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'a': 0.002, 'e': 0.05624714470421144}",30,22,13.270266886306572,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'a': 0.002, 'e': 0.056134762834133725}",25,1,35.97831839713849,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1442,False,"{'a': 0.002, 'e': 0.05602260550318217}",20,9,19.521896639895914,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.002, 'e': 0.055910672262727355}",25,19,9.726793194914396,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'a': 0.002, 'e': 0.05579896266503611}",25,9,27.926196665156006,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'a': 0.002, 'e': 0.05568747626326995}",25,15,18.92766703551155,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.002, 'e': 0.05557621261148306}",30,23,13.932618028357004,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.002, 'e': 0.05546517126462075}",30,13,33.239735572456766,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'a': 0.002, 'e': 0.05535435177851743}",25,4,28.259182588493232,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1449,False,"{'a': 0.002, 'e': 0.055243753709895045}",25,17,10.647154129272824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.002, 'e': 0.05513337661636114}",30,21,17.995276257113016,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.002, 'e': 0.05502322005640723}",20,12,14.784601708241672,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'a': 0.002, 'e': 0.05491328358940689}",20,8,16.336567804927558,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1453,False,"{'a': 0.002, 'e': 0.054803566775614154}",25,16,6.975433804793159,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1454,False,"{'a': 0.002, 'e': 0.05469406917616156}",20,0,21.006395178360062,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1455,False,"{'a': 0.002, 'e': 0.054584790353058625}",25,20,8.310261799450018,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1456,False,"{'a': 0.002, 'e': 0.05447572986918986}",25,12,11.1142027787661,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1457,False,"{'a': 0.002, 'e': 0.05436688728831322}",30,15,-12.677176593597377,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1458,False,"{'a': 0.002, 'e': 0.05425826217505821}",20,6,19.119069071634513,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1459,False,"{'a': 0.002, 'e': 0.05414985409492427}",20,9,7.905233651635276,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1460,False,"{'a': 0.002, 'e': 0.054041662614278875}",20,9,7.476195776967856,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1461,False,"{'a': 0.002, 'e': 0.05393368730035602}",20,0,24.017595016989254,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1462,False,"{'a': 0.002, 'e': 0.05382592772125425}",25,16,17.771777537759426,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1463,False,"{'a': 0.002, 'e': 0.053718383445935165}",20,12,12.674803089759266,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.002, 'e': 0.053611054044221465}",30,15,21.19617473398715,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1465,False,"{'a': 0.002, 'e': 0.05350393908679544}",25,0,25.909203296189883,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1466,False,"{'a': 0.002, 'e': 0.053397038145197084}",25,18,11.966271667437347,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1467,False,"{'a': 0.002, 'e': 0.053290350791822524}",20,2,23.754757583944336,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1468,False,"{'a': 0.002, 'e': 0.05318387659992216}",25,14,-34.005345431314865,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1469,False,"{'a': 0.002, 'e': 0.053077615143599134}",20,3,33.20821557941896,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1470,False,"{'a': 0.002, 'e': 0.052971565997807425}",25,13,22.185604488571563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1471,False,"{'a': 0.002, 'e': 0.05286572873835037}",30,0,15.54082890576544,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
1472,False,"{'a': 0.002, 'e': 0.052760102941878724}",25,14,21.132943835822193,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1473,False,"{'a': 0.002, 'e': 0.05265468818588921}",25,9,26.442982721702492,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1474,False,"{'a': 0.002, 'e': 0.05254948404872264}",20,14,9.149975581461716,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1475,False,"{'a': 0.002, 'e': 0.05244449010956234}",30,18,-16.888157389574744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1476,False,"{'a': 0.002, 'e': 0.05233970594843238}",20,12,4.518664788757224,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1477,False,"{'a': 0.002, 'e': 0.05223513114619603}",20,3,13.65628445738616,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1478,False,"{'a': 0.002, 'e': 0.05213076528455389}",20,5,0.9724303060601225,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1479,False,"{'a': 0.002, 'e': 0.052026607946042414}",25,17,15.442081626158972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1480,False,"{'a': 0.002, 'e': 0.05192265871403207}",20,4,25.813874244166453,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1481,False,"{'a': 0.002, 'e': 0.05181891717272583}",25,12,14.441962938098957,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1482,False,"{'a': 0.002, 'e': 0.05171538290715736}",35,27,15.517188732285389,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1483,False,"{'a': 0.002, 'e': 0.05161205550318949}",30,18,21.444130836378722,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1484,False,"{'a': 0.002, 'e': 0.051508934547512424}",25,0,25.131358667265676,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1485,False,"{'a': 0.002, 'e': 0.051406019627642255}",25,8,24.805226862300717,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1486,False,"{'a': 0.002, 'e': 0.05130331033191911}",20,14,11.645108419551347,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1487,False,"{'a': 0.002, 'e': 0.05120080624950572}",35,8,35.99551295298793,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'a': 0.002, 'e': 0.05109850697038558}",25,14,20.556047627882677,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1489,False,"{'a': 0.002, 'e': 0.050996412085361466}",30,0,40.78211894212871,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1490,False,"{'a': 0.002, 'e': 0.05089452118605367}",20,4,17.471122491350478,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1491,False,"{'a': 0.002, 'e': 0.0507928338648985}",25,0,15.92201320418435,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1492,False,"{'a': 0.002, 'e': 0.050691349715146494}",20,16,9.210443257909354,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1493,False,"{'a': 0.002, 'e': 0.05059006833086096}",20,0,28.946459061011247,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1494,False,"{'a': 0.002, 'e': 0.05048898930691617}",25,6,23.251517751342746,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1495,False,"{'a': 0.002, 'e': 0.05038811223899596}",30,0,42.06792018552542,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1496,False,"{'a': 0.002, 'e': 0.050287436723591865}",25,1,24.022211907047588,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1497,False,"{'a': 0.002, 'e': 0.050186962358001734}",20,0,28.524294623932192,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'a': 0.002, 'e': 0.05008668874032793}",30,15,27.829800768208198,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1499,False,"{'a': 0.002, 'e': 0.049986615469475894}",20,15,7.962388498359636,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
